,id,title,href,price_50_average
821,ASERX,American Century Select Fund R Class,/quote/ASERX?p=ASERX,68.01
822,CTFAX,Columbia Thermostat Fund Class A,/quote/CTFAX?p=CTFAX,15.29
823,SGENX,First Eagle Global Fund Class A,/quote/SGENX?p=SGENX,48.01
824,PJFBX,PGIM Jennison Growth Fund- Class B,/quote/PJFBX?p=PJFBX,28.08
825,PRWCX,T. Rowe Price Capital Appreciation Fund,/quote/PRWCX?p=PRWCX,27.81
826,DSMGX,Touchstone International Growth Opportunities Fund Institutional Class,/quote/DSMGX?p=DSMGX,18.90
827,FESGX,First Eagle Global Fund Class C,/quote/FESGX?p=FESGX,46.23
828,LGMAX,Loomis Sayles Global Allocation Fund Class A,/quote/LGMAX?p=LGMAX,21.43
829,MMDEX,Praxis Growth Index Fund Class I,/quote/MMDEX?p=MMDEX,24.22
830,PRGFX,T. Rowe Price Growth Stock Fund,/quote/PRGFX?p=PRGFX,63.87
831,PRUFX,T. Rowe Price Growth Stock Fund I Class,/quote/PRUFX?p=PRUFX,63.92
832,BFTIX,Baron Fifth Avenue Growth Fund Institutional Class,/quote/BFTIX?p=BFTIX,31.34
833,PACLX,T. Rowe Price Capital Appreciation Fund Advisor Class,/quote/PACLX?p=PACLX,27.49
834,LSWWX,Loomis Sayles Global Allocation Fund Class Y,/quote/LSWWX?p=LSWWX,21.56
835,TRSAX,T. Rowe Price Growth Stock Fund Advisor Class,/quote/TRSAX?p=TRSAX,62.22
836,FZAAX,Fidelity Advisor Balanced Fund Class Z,/quote/FZAAX?p=FZAAX,20.05
837,FAIOX,Fidelity Advisor Balanced Fund I Class,/quote/FAIOX?p=FAIOX,20.05
838,RRGSX,T. Rowe Price Growth Stock Fund R Class,/quote/RRGSX?p=RRGSX,59.81
839,COTZX,Columbia Thermostat Fund Institutional Class,/quote/COTZX?p=COTZX,15.06
840,LGMCX,Loomis Sayles Global Allocation Fund Class C,/quote/LGMCX?p=LGMCX,21.15
841,MLCIX,BMO Large-Cap Growth Fund Class I,/quote/MLCIX?p=MLCIX,16.04
842,BLGRX,BMO Large-Cap Growth Fund Class R6,/quote/BLGRX?p=BLGRX,16.07
843,FABLX,Fidelity Advisor Balanced Fund Class A,/quote/FABLX?p=FABLX,19.62
844,APGZX,AB Large Cap Growth Fund Class Z,/quote/APGZX?p=APGZX,56.72
845,CTORX,Columbia Thermostat Fund Advisor Class,/quote/CTORX?p=CTORX,15.15
846,APGYX,AB Large Cap Growth Fund Advisor Class,/quote/APGYX?p=APGYX,56.89
847,FFFEX,Fidelity Freedom 2030 Fund,/quote/FFFEX?p=FFFEX,15.30
848,ALCKX,AB Large Cap Growth Fund Class K,/quote/ALCKX?p=ALCKX,52.50
849,TRAIX,T. Rowe Price Capital Appreciation Fund I Class,/quote/TRAIX?p=TRAIX,27.84
850,FCASX,Fidelity Advisor Asset Manager 70% Fund Class C,/quote/FCASX?p=FCASX,19.38
851,APGAX,AB Large Cap Growth Fund Class A,/quote/APGAX?p=APGAX,51.57
852,APGCX,AB Large Cap Growth Fund Class C,/quote/APGCX?p=APGCX,36.65
853,FTASX,Fidelity Advisor Asset Manager 70% Fund Class M,/quote/FTASX?p=FTASX,19.45
854,FAASX,Fidelity Advisor Asset Manager 70% Fund Class A,/quote/FAASX?p=FAASX,19.44
855,FASGX,Fidelity Asset Manager 70% Fund,/quote/FASGX?p=FASGX,19.47
856,FHCIX,Fidelity Advisor Health Care Fund I Class,/quote/FHCIX?p=FHCIX,54.03
857,FAAIX,Fidelity Advisor Asset Manager 70% Fund I Class,/quote/FAAIX?p=FAAIX,19.47
858,PAWAX,T. Rowe Price New America Growth Fund Advisor Class,/quote/PAWAX?p=PAWAX,47.16
859,FAIGX,Fidelity Advisor Balanced Fund Class M,/quote/FAIGX?p=FAIGX,19.87
860,FSBKX,Federated Global Allocation Fund Class R Shares,/quote/FSBKX?p=FSBKX,17.03
861,RPBAX,T. Rowe Price Balanced Fund,/quote/RPBAX?p=RPBAX,21.70
862,FACTX,Fidelity Advisor Health Care Fund Class M,/quote/FACTX?p=FACTX,45.87
863,NEAIX,Needham Aggressive Growth Fund Institutional Class,/quote/NEAIX?p=NEAIX,19.00
864,PRWAX,T. Rowe Price New America Growth Fund,/quote/PRWAX?p=PRWAX,48.41
865,PNAIX,T. Rowe Price New America Growth Fund I Class,/quote/PNAIX?p=PNAIX,48.41
866,FACDX,Fidelity Advisor Health Care Fund Class A,/quote/FACDX?p=FACDX,49.43
867,BALGX,BMO Large-Cap Growth Fund Class A,/quote/BALGX?p=BALGX,15.86
868,MASTX,BMO Large-Cap Growth Fund Class Y,/quote/MASTX?p=MASTX,15.87
869,FHCCX,Fidelity Advisor Health Care Fund Class C,/quote/FHCCX?p=FHCCX,38.65
870,FABCX,Fidelity Advisor Balanced Fund Class C,/quote/FABCX?p=FABCX,19.46
871,FSTBX,Federated Global Allocation Fund Class A Shares,/quote/FSTBX?p=FSTBX,17.16
872,NEAGX,Needham Aggressive Growth Fund Retail Class,/quote/NEAGX?p=NEAGX,18.58
873,FSBCX,Federated Global Allocation Fund Class C Shares,/quote/FSBCX?p=FSBCX,16.63
874,PRJQX,PGIM Jennison Global Opportunities Fund-Class R6,/quote/PRJQX?p=PRJQX,24.79
875,HGOAX,The Hartford Growth Opportunities Fund Class A,/quote/HGOAX?p=HGOAX,34.58
876,SBFIX,Federated Global Allocation Fund Institutional Shares,/quote/SBFIX?p=SBFIX,17.26
877,FSBBX,Federated Global Allocation Fund Class B Shares,/quote/FSBBX?p=FSBBX,16.71
878,HGOSX,The Hartford Growth Opportunities Fund Class R4,/quote/HGOSX?p=HGOSX,37.21
879,HJPIX,Hennessy Japan Fund Institutional Class,/quote/HJPIX?p=HJPIX,32.84
880,HJPNX,Hennessy Japan Fund Investor Class,/quote/HJPNX?p=HJPNX,31.87
881,RBAIX,T. Rowe Price Balanced I Class,/quote/RBAIX?p=RBAIX,21.70
882,JRBYX,JPMorgan SmartRetirement Blend 2030 Fund Class R6,/quote/JRBYX?p=JRBYX,19.81
883,FBGKX,Fidelity Blue Chip Growth Fund Class K,/quote/FBGKX?p=FBGKX,95.05
884,TRLGX,T. Rowe Price Institutional Large Cap Growth Fund,/quote/TRLGX?p=TRLGX,38.58
885,NESIX,Needham Small Cap Growth Fund Institutional Class,/quote/NESIX?p=NESIX,15.45
886,FBGRX,Fidelity Blue Chip Growth Fund,/quote/FBGRX?p=FBGRX,94.82
887,FPBFX,Fidelity Pacific Basin Fund,/quote/FPBFX?p=FPBFX,29.24
888,FGDKX,Fidelity Growth Discovery Fund Class K,/quote/FGDKX?p=FGDKX,35.16
889,FTRNX,Fidelity Trend Fund,/quote/FTRNX?p=FTRNX,96.05
890,TRRBX,T. Rowe Price Retirement 2020 Fund,/quote/TRRBX?p=TRRBX,19.44
891,HRCAX,Harbor Capital Appreciation Fund Administrative Class,/quote/HRCAX?p=HRCAX,66.36
892,HACAX,Harbor Capital Appreciation Fund Institutional Class,/quote/HACAX?p=HACAX,67.97
893,TPPAX,T. Rowe Price Spectrum Moderate Allocation Fund I Class,/quote/TPPAX?p=TPPAX,21.23
894,TRPBX,T. Rowe Price Spectrum Moderate Allocation Fund,/quote/TRPBX?p=TRPBX,21.23
895,HCAIX,Harbor Capital Appreciation Fund Investor Class,/quote/HCAIX?p=HCAIX,64.69
896,FDSVX,Fidelity Growth Discovery Fund,/quote/FDSVX?p=FDSVX,35.13
897,RRTBX,T. Rowe Price Retirement 2020 Fund Class R,/quote/RRTBX?p=RRTBX,19.10
898,UOPSX,ProFunds UltraNASDAQ-100 Fund Service Class,/quote/UOPSX?p=UOPSX,55.93
899,UOPIX,ProFunds UltraNASDAQ-100 Fund Investor Class,/quote/UOPIX?p=UOPIX,70.38
900,PARBX,T. Rowe Price Retirement 2020 Fund Advisor Class,/quote/PARBX?p=PARBX,19.29
901,SCATX,Virtus Zevenbergen Innovative Growth Stock Fund Class I,/quote/SCATX?p=SCATX,29.77
902,TSAGX,Touchstone Large Company Growth Fund Class A,/quote/TSAGX?p=TSAGX,38.52
903,DSMLX,Touchstone Large Company Growth Fund Class Institutional,/quote/DSMLX?p=DSMLX,39.07
904,CMAAX,Calvert Moderate Allocation Fund Class A,/quote/CMAAX?p=CMAAX,17.40
905,QGRCX,Invesco Oppenheimer Global Allocation Fund Class C,/quote/QGRCX?p=QGRCX,15.71
906,RYVYX,Rydex NASDAQ-100 2x Strategy Fund Class H,/quote/RYVYX?p=RYVYX,150.71
907,RYVLX,Rydex NASDAQ-100 2x Strategy Fund Class A,/quote/RYVLX?p=RYVLX,150.77
908,RYCCX,Rydex NASDAQ-100 2x Strategy Fund Class C,/quote/RYCCX?p=RYCCX,117.73
909,WSBFX,Walden Balanced Fund,/quote/WSBFX?p=WSBFX,18.19
910,VBINX,Vanguard Balanced Index Fund Investor Shares,/quote/VBINX?p=VBINX,35.18
911,VBAIX,Vanguard Balanced Index Fund Institutional Shares,/quote/VBAIX?p=VBAIX,35.19
912,ALCFX,Alger Focus Equity Fund Class C,/quote/ALCFX?p=ALCFX,33.64
913,ALGRX,Alger Focus Equity Fund Class I,/quote/ALGRX?p=ALGRX,35.90
914,ALZFX,Alger Focus Equity Fund Class Z,/quote/ALZFX?p=ALZFX,36.51
915,FAMKX,Fidelity Advisor Emerging Markets Fund Class A,/quote/FAMKX?p=FAMKX,23.06
916,VBIAX,Vanguard Balanced Index Fund Admiral Shares,/quote/VBIAX?p=VBIAX,35.19
917,FIMKX,Fidelity Advisor Emerging Markets Fund I Class,/quote/FIMKX?p=FIMKX,23.17
918,QGRNX,Invesco Oppenheimer Global Allocation Fund Class R,/quote/QGRNX?p=QGRNX,16.21
919,ALAFX,Alger Focus Equity Fund Class A,/quote/ALAFX?p=ALAFX,35.70
920,RYCPX,Rydex Consumer Products Fund Class C,/quote/RYCPX?p=RYCPX,41.37
921,BGLUX,Baron Global Advantage Fund R6 Shares,/quote/BGLUX?p=BGLUX,27.36
922,FMCKX,Fidelity Advisor Emerging Markets Fund Class C,/quote/FMCKX?p=FMCKX,21.54
923,FTMKX,Fidelity Advisor Emerging Markets Fund Class M,/quote/FTMKX?p=FTMKX,22.82
924,RYCIX,Rydex Consumer Products Fund Class Investor,/quote/RYCIX?p=RYCIX,54.57
925,AEMZX,Acadian Emerging Markets Portfolio Class I,/quote/AEMZX?p=AEMZX,16.28
926,RYPDX,Rydex Consumer Products Fund Class A,/quote/RYPDX?p=RYPDX,49.42
927,FZAEX,Fidelity Advisor Emerging Markets Fund Class Z,/quote/FZAEX?p=FZAEX,23.11
928,BTBFX,Boston Trust Asset Management Fund,/quote/BTBFX?p=BTBFX,47.79
929,MBEAX,AMG Chicago Equity Partners Balanced Fund Class N,/quote/MBEAX?p=MBEAX,14.76
930,PABGX,T. Rowe Price Blue Chip Growth Fund Advisor Class,/quote/PABGX?p=PABGX,107.86
931,DXQLX,Direxion Monthly NASDAQ-100 Bull 2X Fund Investor Class,/quote/DXQLX?p=DXQLX,25.89
932,JGIRX,JPMorgan Intrepid Growth Fund Class R5,/quote/JGIRX?p=JGIRX,47.53
933,TBCIX,T. Rowe Price Blue Chip Growth Fund I Class,/quote/TBCIX?p=TBCIX,110.08
934,CISGX,Touchstone Sands Capital Institutional Growth Fund,/quote/CISGX?p=CISGX,20.49
935,JPGSX,JPMorgan Intrepid Growth Fund Class I,/quote/JPGSX?p=JPGSX,48.30
936,CTYRX,Columbia Global Technology Growth Fund Advisor Class,/quote/CTYRX?p=CTYRX,37.27
937,TPLGX,T. Rowe Price Institutional Large Cap Core Growth Fund,/quote/TPLGX?p=TPLGX,43.07
938,MBEYX,AMG Chicago Equity Partners Balanced Fund Class Z,/quote/MBEYX?p=MBEYX,14.92
939,TRBCX,T. Rowe Price Blue Chip Growth Fund,/quote/TRBCX?p=TRBCX,109.94
940,RRBGX,T. Rowe Price Blue Chip Growth Fund Class R,/quote/RRBGX?p=RRBGX,103.31
941,MBESX,AMG Chicago Equity Partners Balanced Fund Class I,/quote/MBESX?p=MBESX,14.92
942,IBALX,Transamerica Multi-Managed Balanced Fund Class A,/quote/IBALX?p=IBALX,26.07
943,CTHCX,Columbia Global Technology Growth Fund Class C,/quote/CTHCX?p=CTHCX,31.28
944,SAOIX,Guggenheim Alpha Opportunity Fund Institutional Class,/quote/SAOIX?p=SAOIX,23.17
945,NRIIX,Nuveen Real Asset Income Fund Class I,/quote/NRIIX?p=NRIIX,19.37
946,JIGZX,JPMorgan Intrepid Growth Fund Class R2,/quote/JIGZX?p=JIGZX,46.12
947,JIGAX,JPMorgan Intrepid Growth Fund Class A,/quote/JIGAX?p=JIGAX,47.37
948,NRICX,Nuveen Real Asset Income Fund Class C,/quote/NRICX?p=NRICX,19.38
949,CTHRX,Columbia Global Technology Growth Fund Institutional 2 Class,/quote/CTHRX?p=CTHRX,37.54
950,UBVSX,Undiscovered Managers Behavioral Value Fund Class I,/quote/UBVSX?p=UBVSX,39.53
951,UBVRX,Undiscovered Managers Behavioral Value Fund Class R2,/quote/UBVRX?p=UBVRX,38.19
952,BIPIX,ProFunds Biotechnology UltraSector Fund Investor Class,/quote/BIPIX?p=BIPIX,54.18
953,HLFNX,Hennessy Large Cap Financial Fund Investor Class,/quote/HLFNX?p=HLFNX,19.11
954,BIPSX,ProFunds Biotechnology UltraSector Fund Service Class,/quote/BIPSX?p=BIPSX,41.40
955,HILFX,Hennessy Large Cap Financial Fund Institutional Class,/quote/HILFX?p=HILFX,19.18
956,FPVSX,Frontier Phocas Small Cap Value Fund Service Class,/quote/FPVSX?p=FPVSX,21.91
957,FPSVX,Frontier Phocas Small Cap Value Fund Institutional Class,/quote/FPSVX?p=FPSVX,22.00
958,SKSEX,AMG Managers Skyline Special Equities Fund Class N,/quote/SKSEX?p=SKSEX,24.02
959,HWLCX,Hotchkis & Wiley Large Cap Value Fund Class C,/quote/HWLCX?p=HWLCX,23.41
960,BPSCX,Boston Partners Small Cap Value Fund II Investor Class,/quote/BPSCX?p=BPSCX,16.13
961,BPSIX,Boston Partners Small Cap Value Fund II Institutional Class,/quote/BPSIX?p=BPSIX,16.91
962,VSSCX,JPMorgan Small Cap Core Fund Class R5,/quote/VSSCX?p=VSSCX,35.47
963,FMPOX,Fidelity Advisor Mid Cap Value Fund Class I,/quote/FMPOX?p=FMPOX,16.40
964,LSSCX,Loomis Sayles Small Capital Value Fund Institutional Class,/quote/LSSCX?p=LSSCX,19.17
965,LSCNX,Loomis Sayles Small Cap Value Fund Class N,/quote/LSCNX?p=LSCNX,19.17
966,FSHOX,Fidelity Select Construction & Housing Portfolio,/quote/FSHOX?p=FSHOX,48.22
967,TEEAX,RBC Small Cap Core Fund Class A,/quote/TEEAX?p=TEEAX,20.79
968,LSCRX,Loomis Sayles Small Capital Value Fund Retail Class,/quote/LSCRX?p=LSCRX,18.79
969,LSVAX,Loomis Sayles Small Capital Value Fund Admin Class,/quote/LSVAX?p=LSVAX,17.76
970,FSCWX,Nuveen Small Cap Value Fund Class R6,/quote/FSCWX?p=FSCWX,15.30
971,FSMVX,Fidelity Mid Cap Value Fund,/quote/FSMVX?p=FSMVX,16.55
972,GTCSX,Glenmede Small Cap Equity Portfolio Class Advisor,/quote/GTCSX?p=GTCSX,17.54
973,GTSCX,Glenmede Small Cap Equity Portfolio Institutional Class,/quote/GTSCX?p=GTSCX,18.58
974,RBRCX,RBC Small Cap Core Fund Class R6,/quote/RBRCX?p=RBRCX,21.99
