abbrivate_funds,funds_title,stock_title,stock_href,abbrivate_stock,holding,,
SVSPX,State Street S&P 500 Index Fund Class N (SVSPX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.28%,,
SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F (SXMAX),SEI US Managed Volatility Y (SIMT),/quote/SUSYX?p=SUSYX,SUSYX,45.59%,,
SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F (SXMAX),SEI High Yield Bond Y (SIMT),/quote/SIYYX?p=SIYYX,SIYYX,18.39%,,
SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F (SXMAX),SEI Tax-Managed Large Cap Y (SIMT),/quote/STLYX?p=STLYX,STLYX,10.37%,,
SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F (SXMAX),SEI Real Estate Y (SIMT),/quote/SREYX?p=SREYX,SREYX,5.64%,,
SXMAX,SEI Asset Allocation Trust Moderate Strategy Allocation Fund Class F (SXMAX),SEI International Equity Y (SIT),/quote/SEFCX?p=SEFCX,SEFCX,5.45%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,5.03%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.65%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.19%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Facebook Inc A,/quote/FB?p=FB,FB,1.88%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.64%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,1.63%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,1.63%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.48%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.44%,,
SXPAX,DWS S&P 500 Index Fund - Class A (SXPAX),Visa Inc Class A,/quote/V?p=V,V,1.27%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,5.03%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,4.65%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.19%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Facebook Inc A,/quote/FB?p=FB,FB,1.88%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Berkshire Hathaway Inc B,/quote/BRK.B?p=BRK.B,BRK.B,1.64%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Alphabet Inc A,/quote/GOOGL?p=GOOGL,GOOGL,1.63%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,1.63%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,1.48%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Johnson & Johnson,/quote/JNJ?p=JNJ,JNJ,1.44%,,
SXPCX,DWS S&P 500 Index Fund - Class C (SXPCX),Visa Inc Class A,/quote/V?p=V,V,1.27%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,5.22%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,3.30%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Visa Inc Class A,/quote/V?p=V,V,3.03%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),JPMorgan Chase & Co,/quote/JPM?p=JPM,JPM,2.60%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Danaher Corp,/quote/DHR?p=DHR,DHR,2.35%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),UnitedHealth Group Inc,/quote/UNH?p=UNH,UNH,2.00%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Thermo Fisher Scientific Inc,/quote/TMO?p=TMO,TMO,1.90%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Becton, Dickinson and Co,/quote/BDX?p=BDX,BDX,1.88%,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Accenture PLC Class A,/quote/ACN?p=ACN,ACN,1.62%,,
TADGX,T. Rowe Price Dividend Growth Fund Advisor Class (TADGX),Pfizer Inc,/quote/PFE?p=PFE,PFE,1.60%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Bunge Ltd,/quote/BG?p=BG,BG,2.50%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Tiffany & Co,/quote/TIF?p=TIF,TIF,2.50%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Northern Trust Corp,/quote/NTRS?p=NTRS,NTRS,2.37%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Select Medical Holdings Corp,/quote/SEM?p=SEM,SEM,2.28%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Fifth Third Bancorp,/quote/FITB?p=FITB,FITB,2.12%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Imperial Oil Ltd,/quote/IMO.TO?p=IMO.TO,IMO.TO,2.03%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),State Street Corporation,/quote/STT?p=STT,STT,1.99%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Hologic Inc,/quote/HOLX?p=HOLX,HOLX,1.96%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),News Corp A,/quote/NWSA?p=NWSA,NWSA,1.96%,,
TAMVX,T. Rowe Price Mid-Cap Value Fund Advisor Class (TAMVX),Rayonier Inc,/quote/RYN?p=RYN,RYN,1.95%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Five Point Holdings LLC A,/quote/FPH?p=FPH,FPH,6.38%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Brookfield Asset Management Inc Class A,/quote/BAM.A.TO?p=BAM.A.TO,BAM.A.TO,6.26%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Weyerhaeuser Co,/quote/WY?p=WY,WY,4.92%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),JBG SMITH Properties,/quote/JBGS?p=JBGS,JBGS,4.75%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Berkeley Group Holdings (The) PLC,/quote/BKG.L?p=BKG.L,BKG.L,4.54%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),CK Asset Holdings Ltd,/quote/01113.HK?p=01113.HK,01113.HK,4.51%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Lennar Corp,/quote/LEN?p=LEN,LEN,4.45%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Derwent London PLC,/quote/DLN.L?p=DLN.L,DLN.L,4.40%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),Wheelock and Co Ltd,/quote/00020.HK?p=00020.HK,00020.HK,4.27%,,
TAREX,Third Avenue Real Estate Value Fund Institutional Class (TAREX),City Developments Ltd,/quote/C09.SI?p=C09.SI,C09.SI,3.76%,,
TARKX,Tarkio Fund (TARKX),Cognex Corp,/quote/CGNX?p=CGNX,CGNX,10.34%,,
TARKX,Tarkio Fund (TARKX),Rogers Corp,/quote/ROG?p=ROG,ROG,8.54%,,
TARKX,Tarkio Fund (TARKX),CenturyLink Inc,/quote/CTL?p=CTL,CTL,7.13%,,
TARKX,Tarkio Fund (TARKX),Lumentum Holdings Inc,/quote/LITE?p=LITE,LITE,7.12%,,
TARKX,Tarkio Fund (TARKX),Manitowoc Co Inc,/quote/MTW?p=MTW,MTW,6.43%,,
TARKX,Tarkio Fund (TARKX),The St. Joe Co,/quote/JOE?p=JOE,JOE,5.08%,,
TARKX,Tarkio Fund (TARKX),General Electric Co,/quote/GE?p=GE,GE,4.73%,,
TARKX,Tarkio Fund (TARKX),Global Payments Inc,/quote/GPN?p=GPN,GPN,4.63%,,
TARKX,Tarkio Fund (TARKX),Herman Miller Inc,/quote/MLHR?p=MLHR,MLHR,4.59%,,
TARKX,Tarkio Fund (TARKX),Danaher Corp,/quote/DHR?p=DHR,DHR,4.47%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,10.79%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Facebook Inc A,/quote/FB?p=FB,FB,6.14%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,5.79%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,5.55%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,4.68%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Visa Inc Class A,/quote/V?p=V,V,3.70%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,3.17%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Mastercard Inc A,/quote/MA?p=MA,MA,3.00%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Tencent Holdings Ltd ADR,/quote/TCEHY?p=TCEHY,TCEHY,2.81%,,
TBCIX,T. Rowe Price Blue Chip Growth Fund I Class (TBCIX),Netflix Inc,/quote/NFLX?p=NFLX,NFLX,2.43%,,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Nestle SA,/quote/NESN?p=NESN,NESN,4.75%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Diageo PLC,/quote/DGE.L?p=DGE.L,DGE.L,4.08%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Safran SA,/quote/SAF.PA?p=SAF.PA,SAF.PA,3.81%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Heineken Holding NV,/quote/HEIO?p=HEIO,HEIO,3.76%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),United States Treasury Bills 1.6%,,,3.69%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Roche Holding AG Dividend Right Cert.,/quote/ROG?p=ROG,ROG,3.50%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Zurich Insurance Group AG,/quote/ZURN?p=ZURN,ZURN,3.28%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Novartis AG,/quote/NOVN?p=NOVN,NOVN,3.18%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),SCOR SE,/quote/SCR.PA?p=SCR.PA,SCR.PA,3.09%,
TBGVX,Tweedy, Browne Global Value Fund (TBGVX),Total SA,/quote/FP.PA?p=FP.PA,FP.PA,3.04%,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Treehouse Foods Inc,/quote/THS?p=THS,THS,2.68%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Centene Corp,/quote/CNC?p=CNC,CNC,2.55%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Darling Ingredients Inc,/quote/DAR?p=DAR,DAR,2.55%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),NiSource Inc,/quote/NI?p=NI,NI,2.54%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Entergy Corp,/quote/ETR?p=ETR,ETR,2.49%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),FMC Corp,/quote/FMC?p=FMC,FMC,2.34%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Alexandria Real Estate Equities Inc,/quote/ARE?p=ARE,ARE,2.33%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Evergy Inc,/quote/EVRG?p=EVRG,EVRG,2.33%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),Encompass Health Corp,/quote/EHC?p=EHC,EHC,2.19%,,
TCVIX,Touchstone Mid Cap Value Institutional Class (TCVIX),LKQ Corp,/quote/LKQ?p=LKQ,LKQ,2.17%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Taiwan Semiconductor Manufacturing Co Ltd,/quote/2330.TW?p=2330.TW,2330.TW,8.79%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Samsung Electronics Co Ltd,/quote/005930.KS?p=005930.KS,005930.KS,8.10%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,6.46%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Tencent Holdings Ltd,/quote/00700?p=00700,700,6.42%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),ICICI Bank Ltd,/quote/ICICIBANK.?p=ICICIBANK.,ICICIBANK.,4.28%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Naspers Ltd Class N,/quote/NPN.JO?p=NPN.JO,NPN.JO,3.39%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),NAVER Corp,/quote/035420.KS?p=035420.KS,035420.KS,3.00%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Unilever PLC,/quote/ULVR.L?p=ULVR.L,ULVR.L,2.82%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Brilliance China Automotive Holdings Ltd,/quote/01114?p=01114,1114,2.58%,,
TDMTX,Templeton Developing Markets Trust Class C (TDMTX),Sberbank of Russia PJSC ADR,/quote/SBER?p=SBER,SBER,2.34%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Compass Diversified Holdings,/quote/CODI?p=CODI,CODI,4.93%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Columbus McKinnon Corp,/quote/CMCO?p=CMCO,CMCO,4.64%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Emergent BioSolutions Inc,/quote/EBS?p=EBS,EBS,4.18%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Patrick Industries Inc,/quote/PATK?p=PATK,PATK,4.09%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Ducommun Inc,/quote/DCO?p=DCO,DCO,3.25%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),ACCO Brands Corp,/quote/ACCO?p=ACCO,ACCO,3.22%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Universal Electronics Inc,/quote/UEIC?p=UEIC,UEIC,3.15%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),AMERISAFE Inc,/quote/AMSF?p=AMSF,AMSF,3.06%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),Grand Canyon Education Inc,/quote/LOPE?p=LOPE,LOPE,2.86%,,
TEEAX,RBC Small Cap Core Fund Class A (TEEAX),MKS Instruments Inc,/quote/MKSI?p=MKSI,MKSI,2.76%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Global Payments Inc,/quote/GPN?p=GPN,GPN,3.45%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),SBA Communications Corp,/quote/SBAC?p=SBAC,SBAC,3.01%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),DexCom Inc,/quote/DXCM?p=DXCM,DXCM,2.89%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Splunk Inc,/quote/SPLK?p=SPLK,SPLK,2.76%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),L3Harris Technologies Inc,/quote/LHX?p=LHX,LHX,2.72%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Zendesk Inc,/quote/ZEN?p=ZEN,ZEN,2.57%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Biomarin Pharmaceutical Inc,/quote/BMRN?p=BMRN,BMRN,2.55%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Fortinet Inc,/quote/FTNT?p=FTNT,FTNT,2.53%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Ascendis Pharma A/S ADR,/quote/ASND?p=ASND,ASND,2.51%,,
TEGAX,Touchstone Mid Cap Growth Fund Class A (TEGAX),Fidelity National Information Services Inc,/quote/FIS?p=FIS,FIS,2.51%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Global Payments Inc,/quote/GPN?p=GPN,GPN,3.45%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),SBA Communications Corp,/quote/SBAC?p=SBAC,SBAC,3.01%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),DexCom Inc,/quote/DXCM?p=DXCM,DXCM,2.89%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Splunk Inc,/quote/SPLK?p=SPLK,SPLK,2.76%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),L3Harris Technologies Inc,/quote/LHX?p=LHX,LHX,2.72%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Zendesk Inc,/quote/ZEN?p=ZEN,ZEN,2.57%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Biomarin Pharmaceutical Inc,/quote/BMRN?p=BMRN,BMRN,2.55%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Fortinet Inc,/quote/FTNT?p=FTNT,FTNT,2.53%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Ascendis Pharma A/S ADR,/quote/ASND?p=ASND,ASND,2.51%,,
TEGIX,Touchstone Mid Cap Growth Fund Institutional Class (TEGIX),Fidelity National Information Services Inc,/quote/FIS?p=FIS,FIS,2.51%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Global Payments Inc,/quote/GPN?p=GPN,GPN,3.45%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),SBA Communications Corp,/quote/SBAC?p=SBAC,SBAC,3.01%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),DexCom Inc,/quote/DXCM?p=DXCM,DXCM,2.89%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Splunk Inc,/quote/SPLK?p=SPLK,SPLK,2.76%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),L3Harris Technologies Inc,/quote/LHX?p=LHX,LHX,2.72%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Zendesk Inc,/quote/ZEN?p=ZEN,ZEN,2.57%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Biomarin Pharmaceutical Inc,/quote/BMRN?p=BMRN,BMRN,2.55%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Fortinet Inc,/quote/FTNT?p=FTNT,FTNT,2.53%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Ascendis Pharma A/S ADR,/quote/ASND?p=ASND,ASND,2.51%,,
TEGYX,Touchstone Mid Cap Growth Fund Class Y (TEGYX),Fidelity National Information Services Inc,/quote/FIS?p=FIS,FIS,2.51%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Facebook Inc A,/quote/FB?p=FB,FB,4.73%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Microsoft Corp,/quote/MSFT?p=MSFT,MSFT,4.62%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Verizon Communications Inc,/quote/VZ?p=VZ,VZ,4.08%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Apple Inc,/quote/AAPL?p=AAPL,AAPL,3.66%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Progressive Corp,/quote/PGR?p=PGR,PGR,3.42%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Schneider Electric SE,/quote/SU.PA?p=SU.PA,SU.PA,3.25%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,3.03%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),GlaxoSmithKline PLC ADR,/quote/GSK.L?p=GSK.L,GSK.L,2.94%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),KDDI Corp,/quote/9433?p=9433,9433,2.90%,,
TEQAX,Touchstone Global ESG Equity Fund - Class A (TEQAX),Comcast Corp Class A,/quote/CMCSA?p=CMCSA,CMCSA,2.78%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Chubb Ltd,/quote/CB?p=CB,CB,6.21%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Wells Fargo & Co,/quote/WFC?p=WFC,WFC,5.07%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Assurant Inc,/quote/AIZ?p=AIZ,AIZ,3.04%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Intercontinental Exchange Inc,/quote/ICE?p=ICE,ICE,2.80%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),American International Group Inc,/quote/AIG?p=AIG,AIG,2.56%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Fifth Third Bancorp,/quote/FITB?p=FITB,FITB,2.54%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),State Street Corporation,/quote/STT?p=STT,STT,2.39%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Citigroup Inc,/quote/C?p=C,C,2.31%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),Cboe Global Markets Inc,/quote/CBOE?p=CBOE,CBOE,2.10%,,
TFIFX,T. Rowe Price Financial Services Fund I Class (TFIFX),JBG SMITH Properties,/quote/JBGS?p=JBGS,JBGS,2.06%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Techtronic Industries Co Ltd,/quote/00669.HK?p=00669.HK,00669.HK,2.06%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Huhtam??ki Oyj,/quote/HUH1V?p=HUH1V,HUH1V,1.86%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Thule Group AB,/quote/THULE?p=THULE,THULE,1.85%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Technogym SpA,/quote/TGYM.MI?p=TGYM.MI,TGYM.MI,1.84%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Tsumura & Co,/quote/4540?p=4540,4540,1.84%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),OneSpaWorld Holdings Ltd,/quote/OSW?p=OSW,OSW,1.83%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Gerresheimer AG,/quote/GXI.DE?p=GXI.DE,GXI.DE,1.74%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Interpump Group SpA,/quote/IP.MI?p=IP.MI,IP.MI,1.72%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Rational AG,/quote/RAA.DE?p=RAA.DE,RAA.DE,1.72%,,
TFSCX,Templeton Institutional Foreign Smaller Companies Series Advisor (TFSCX),Meitec Corp,/quote/9744?p=9744,9744,1.69%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Amazon.com Inc,/quote/AMZN?p=AMZN,AMZN,7.10%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Visa Inc Class A,/quote/V?p=V,V,6.61%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Adobe Inc,/quote/ADBE?p=ADBE,ADBE,6.33%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),American Tower Corp,/quote/AMT?p=AMT,AMT,5.80%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Alphabet Inc Class C,/quote/GOOG?p=GOOG,GOOG,5.66%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),ServiceNow Inc,/quote/NOW?p=NOW,NOW,5.51%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Facebook Inc A,/quote/FB?p=FB,FB,4.58%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Salesforce.com Inc,/quote/CRM?p=CRM,CRM,4.30%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),PayPal Holdings Inc,/quote/PYPL?p=PYPL,PYPL,3.59%,,
TGCNX,TCW Select Equities Fund Class N (TGCNX),Equinix Inc,/quote/EQIX?p=EQIX,EQIX,3.47%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Tencent Holdings Ltd,/quote/00700?p=00700,700,8.15%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,7.94%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),New Oriental Education & Technology Group Inc ADR,/quote/EDU?p=EDU,EDU,5.62%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Capgemini SE,/quote/CAP.PA?p=CAP.PA,CAP.PA,4.86%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),SAP SE,/quote/SAP.DE?p=SAP.DE,SAP.DE,4.52%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),JD.com Inc ADR,/quote/JD?p=JD,JD,4.33%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Sonova Holding AG,/quote/SOON?p=SOON,SOON,4.19%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),AstraZeneca PLC,/quote/AZN.L?p=AZN.L,AZN.L,4.09%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Wuliangye Yibin Co Ltd,/quote/000858?p=000858,858,4.06%,,
TGGAX,Touchstone International Growth Opportunities Fund Class A (TGGAX),Canadian Pacific Railway Ltd,/quote/CP.TO?p=CP.TO,CP.TO,3.65%,,
TGGCX,Touchstone International Growth Opportunities Fund Class C (TGGCX),Tencent Holdings Ltd,/quote/00700?p=00700,700,8.15%,,
TGGCX,Touchstone International Growth Opportunities Fund Class C (TGGCX),Alibaba Group Holding Ltd ADR,/quote/BABA?p=BABA,BABA,7.94%,,
